SPX (S&P 500 INDEX),1290.59,+7.24,
Jan 24 2011 @ 14:03 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
11 Apr 1375.00 (SPX1116D1375-E),5.90,+0.05,5.00,6.50,62,7492,11 Apr 1375.00 (SPX1116P1375-E),113.35,0.0,92.10,95.90,0,500,
11 Apr 1380.00 (SPX1116D1380-E),6.60,0.0,4.30,5.80,0,1,11 Apr 1380.00 (SPX1116P1380-E),0.0,0.0,96.30,100.20,0,0,
11 Apr 1390.00 (SPX1116D1390-E),3.65,0.0,3.20,4.60,0,4,11 Apr 1390.00 (SPX1116P1390-E),0.0,0.0,105.10,109.00,0,0,
11 Apr 1400.00 (SPX1116D1400-E),2.75,-0.20,2.25,3.70,30,3766,11 Apr 1400.00 (SPX1116P1400-E),0.0,0.0,114.30,118.10,0,0,
11 Apr 1410.00 (SPX1116D1410-E),2.00,0.0,1.70,2.60,0,4,11 Apr 1410.00 (SPX1116P1410-E),0.0,0.0,123.50,127.30,0,0,
11 Apr 1420.00 (SPX1116D1420-E),1.60,0.0,1.15,2.10,0,20,11 Apr 1420.00 (SPX1116P1420-E),0.0,0.0,132.90,136.70,0,0,
11 Apr 1425.00 (SPX1116D1425-E),1.50,0.0,0.90,1.50,0,1100,11 Apr 1425.00 (SPX1116P1425-E),0.0,0.0,137.70,141.50,0,0,
11 Apr 1430.00 (SPX1116D1430-E),1.00,0.0,0.70,1.65,0,35,11 Apr 1430.00 (SPX1116P1430-E),0.0,0.0,142.50,146.30,0,0,
11 Apr 1440.00 (SPX1116D1440-E),1.00,0.0,0.40,1.35,0,5,11 Apr 1440.00 (SPX1116P1440-E),0.0,0.0,152.10,156.00,0,0,
11 Apr 1450.00 (SPX1116D1450-E),1.00,+0.20,0.15,1.10,100,510,11 Apr 1450.00 (SPX1116P1450-E),204.00,0.0,161.90,165.70,0,2,
11 Apr 1460.00 (SPX1116D1460-E),0.0,0.0,0.0,1.00,0,0,11 Apr 1460.00 (SPX1116P1460-E),0.0,0.0,171.70,175.60,0,0,
11 Apr 1475.00 (SPX1116D1475-E),0.50,0.0,0.0,1.00,0,9,11 Apr 1475.00 (SPX1116P1475-E),0.0,0.0,186.70,190.40,0,0,
11 Apr 1480.00 (SPX1116D1480-E),0.0,0.0,0.25,0.50,0,0,11 Apr 1480.00 (SPX1116P1480-E),0.0,0.0,191.60,195.40,0,0,
11 Apr 1500.00 (SPX1116D1500-E),0.50,0.0,0.0,0.50,0,1550,11 Apr 1500.00 (SPX1116P1500-E),234.50,0.0,211.50,215.30,0,1,
11 Apr 1550.00 (SPX1116D1550-E),0.20,0.0,0.10,0.25,0,99,11 Apr 1550.00 (SPX1116P1550-E),0.0,0.0,261.40,265.10,0,0,
11 Apr 1600.00 (SPX1116D1600-E),0.0,0.0,0.0,0.20,0,0,11 Apr 1600.00 (SPX1116P1600-E),0.0,0.0,311.30,315.00,0,0,
11 Apr 1650.00 (SPX1116D1650-E),0.0,0.0,0.0,0.20,0,0,11 Apr 1650.00 (SPX1116P1650-E),0.0,0.0,361.20,364.90,0,0,
11 Apr 1700.00 (SPX1116D1700-E),0.0,0.0,0.0,0.20,0,0,11 Apr 1700.00 (SPX1116P1700-E),0.0,0.0,411.10,414.90,0,0,
11 Apr 1750.00 (SPX1116D1750-E),0.0,0.0,0.0,0.20,0,0,11 Apr 1750.00 (SPX1116P1750-E),0.0,0.0,461.10,464.80,0,0,
11 Apr 1800.00 (SPX1116D1800-E),0.0,0.0,0.0,0.20,0,0,11 Apr 1800.00 (SPX1116P1800-E),0.0,0.0,511.00,514.80,0,0,
11 May 500.00 (SPX1121E500-E),0.0,0.0,781.50,785.30,0,0,11 May 500.00 (SPX1121Q500-E),0.0,0.0,0.0,1.00,0,0,
11 May 600.00 (SPX1121E600-E),0.0,0.0,681.90,685.60,0,0,11 May 600.00 (SPX1121Q600-E),0.0,0.0,0.0,1.00,0,0,
11 May 650.00 (SPX1121E650-E),0.0,0.0,632.00,635.90,0,0,11 May 650.00 (SPX1121Q650-E),0.0,0.0,0.0,1.00,0,0,
11 May 700.00 (SPX1121E700-E),0.0,0.0,582.30,586.10,0,0,11 May 700.00 (SPX1121Q700-E),0.0,0.0,0.0,1.00,0,0,
11 May 750.00 (SPX1121E750-E),0.0,0.0,532.60,536.30,0,0,11 May 750.00 (SPX1121Q750-E),0.0,0.0,0.25,1.20,0,0,
11 May 800.00 (SPX1121E800-E),0.0,0.0,483.00,486.90,0,0,11 May 800.00 (SPX1121Q800-E),0.0,0.0,0.70,1.60,0,0,
11 May 825.00 (SPX1121E825-E),0.0,0.0,458.10,461.80,0,0,11 May 825.00 (SPX1121Q825-E),0.0,0.0,0.90,1.85,0,0,
11 May 850.00 (SPX1121E850-E),0.0,0.0,433.40,437.10,0,0,11 May 850.00 (SPX1121Q850-E),0.0,0.0,1.20,2.15,0,0,
11 May 875.00 (SPX1121E875-E),0.0,0.0,409.00,412.80,0,0,11 May 875.00 (SPX1121Q875-E),0.0,0.0,1.50,2.45,0,0,
11 May 900.00 (SPX1121E900-E),0.0,0.0,384.50,388.30,0,0,11 May 900.00 (SPX1121Q900-E),0.0,0.0,1.95,2.90,0,0,
11 May 925.00 (SPX1121E925-E),0.0,0.0,360.10,363.80,0,0,11 May 925.00 (SPX1121Q925-E),0.0,0.0,2.25,3.70,0,0,
11 May 950.00 (SPX1121E950-E),0.0,0.0,335.50,339.00,0,0,11 May 950.00 (SPX1121Q950-E),0.0,0.0,2.95,4.40,0,0,
11 May 975.00 (SPX1121E975-E),0.0,0.0,311.50,315.20,0,0,11 May 975.00 (SPX1121Q975-E),0.0,0.0,3.60,5.10,0,0,
11 May 1000.00 (SPX1121E1000-E),0.0,0.0,287.10,290.90,0,0,11 May 1000.00 (SPX1121Q1000-E),0.0,0.0,4.40,5.90,0,0,
11 May 1025.00 (SPX1121E1025-E),0.0,0.0,263.20,266.70,0,0,11 May 1025.00 (SPX1121Q1025-E),6.20,0.0,5.30,7.20,50,0,
11 May 1050.00 (SPX1121E1050-E),0.0,0.0,239.70,243.40,0,0,11 May 1050.00 (SPX1121Q1050-E),0.0,0.0,6.50,8.40,0,0,
11 May 1075.00 (SPX1121E1075-E),0.0,0.0,216.00,219.60,0,0,11 May 1075.00 (SPX1121Q1075-E),9.70,0.0,8.00,9.20,3,0,
11 May 1100.00 (SPX1121E1100-E),0.0,0.0,192.90,196.70,0,0,11 May 1100.00 (SPX1121Q1100-E),11.10,0.0,9.90,11.80,20,0,
11 May 1125.00 (SPX1121E1125-E),0.0,0.0,170.30,174.10,0,0,11 May 1125.00 (SPX1121Q1125-E),0.0,0.0,11.70,14.70,0,0,
11 May 1150.00 (SPX1121E1150-E),0.0,0.0,148.20,152.00,0,0,11 May 1150.00 (SPX1121Q1150-E),16.50,-1.50,14.70,17.70,1063,0,
11 May 1175.00 (SPX1121E1175-E),0.0,0.0,126.80,130.70,0,0,11 May 1175.00 (SPX1121Q1175-E),0.0,0.0,18.40,21.30,0,0,
11 May 1200.00 (SPX1121E1200-E),103.65,0.0,106.50,110.10,1,0,11 May 1200.00 (SPX1121Q1200-E),0.0,0.0,22.60,26.20,0,0,
11 May 1225.00 (SPX1121E1225-E),0.0,0.0,87.10,90.80,0,0,11 May 1225.00 (SPX1121Q1225-E),30.00,0.0,28.10,31.80,875,0,
11 May 1250.00 (SPX1121E1250-E),70.20,-0.25,69.10,72.80,110,0,11 May 1250.00 (SPX1121Q1250-E),36.80,-0.45,34.90,38.70,110,0,
11 May 1275.00 (SPX1121E1275-E),54.00,0.0,52.80,56.50,200,0,11 May 1275.00 (SPX1121Q1275-E),46.00,-2.00,43.50,47.20,3075,0,
11 May 1300.00 (SPX1121E1300-E),0.0,0.0,38.50,42.20,0,0,11 May 1300.00 (SPX1121Q1300-E),60.50,+0.15,54.10,57.90,5,0,
11 May 1325.00 (SPX1121E1325-E),28.05,0.0,26.30,29.90,2,0,11 May 1325.00 (SPX1121Q1325-E),0.0,0.0,67.10,70.80,0,0,
11 May 1350.00 (SPX1121E1350-E),18.65,+0.65,17.10,20.10,4,0,11 May 1350.00 (SPX1121Q1350-E),0.0,0.0,82.60,86.40,0,0,
11 May 1375.00 (SPX1121E1375-E),11.50,+0.50,10.20,13.10,251,0,11 May 1375.00 (SPX1121Q1375-E),0.0,0.0,100.60,104.20,0,0,
11 May 1400.00 (SPX1121E1400-E),6.30,0.0,5.80,7.60,1000,0,11 May 1400.00 (SPX1121Q1400-E),0.0,0.0,120.20,124.00,0,0,
11 May 1425.00 (SPX1121E1425-E),0.0,0.0,3.20,4.60,0,0,11 May 1425.00 (SPX1121Q1425-E),0.0,0.0,142.90,146.40,0,0,
11 May 1450.00 (SPX1121E1450-E),2.00,0.0,1.65,2.60,500,0,11 May 1450.00 (SPX1121Q1450-E),0.0,0.0,165.60,169.40,0,0,
11 May 1475.00 (SPX1121E1475-E),0.0,0.0,0.70,1.65,0,0,11 May 1475.00 (SPX1121Q1475-E),0.0,0.0,189.50,193.40,0,0,
11 May 1500.00 (SPX1121E1500-E),0.0,0.0,0.45,1.10,0,0,11 May 1500.00 (SPX1121Q1500-E),0.0,0.0,213.90,217.80,0,0,
11 May 1525.00 (SPX1121E1525-E),0.0,0.0,0.0,1.00,0,0,11 May 1525.00 (SPX1121Q1525-E),0.0,0.0,238.70,242.50,0,0,
11 May 1550.00 (SPX1121E1550-E),0.0,0.0,0.0,1.00,0,0,11 May 1550.00 (SPX1121Q1550-E),0.0,0.0,263.60,267.40,0,0,
11 May 1575.00 (SPX1121E1575-E),0.0,0.0,0.0,1.00,0,0,11 May 1575.00 (SPX1121Q1575-E),0.0,0.0,288.40,292.30,0,0,
11 May 1600.00 (SPX1121E1600-E),0.0,0.0,0.0,1.00,0,0,11 May 1600.00 (SPX1121Q1600-E),0.0,0.0,313.40,317.20,0,0,
11 May 1650.00 (SPX1121E1650-E),0.0,0.0,0.0,1.00,0,0,11 May 1650.00 (SPX1121Q1650-E),0.0,0.0,363.40,367.10,0,0,
11 May 1700.00 (SPX1121E1700-E),0.0,0.0,0.0,1.00,0,0,11 May 1700.00 (SPX1121Q1700-E),0.0,0.0,413.10,417.00,0,0,
11 May 1800.00 (SPX1121E1800-E),0.0,0.0,0.0,1.00,0,0,11 May 1800.00 (SPX1121Q1800-E),0.0,0.0,513.10,516.80,0,0,
11 Jun 100.00 (SPX1118F100-E),1041.00,0.0,1179.00,1182.80,0,1,11 Jun 100.00 (SPX1118R100-E),0.05,0.0,0.0,0.05,0,23050,
11 Jun 200.00 (SPX1118F200-E),1024.25,0.0,1079.10,1082.90,0,3,11 Jun 200.00 (SPX1118R200-E),0.05,0.0,0.0,0.10,0,4944,
11 Jun 225.00 (SPX1118F225-E),0.0,0.0,1054.20,1057.90,0,0,11 Jun 225.00 (SPX1118R225-E),0.05,0.0,0.0,0.10,0,243,
11 Jun 250.00 (SPX1118F250-E),1016.00,0.0,1029.20,1033.00,0,70,11 Jun 250.00 (SPX1118R250-E),0.05,0.0,0.0,0.10,0,734,
11 Jun 275.00 (SPX1118F275-E),0.0,0.0,1004.30,1008.10,0,0,11 Jun 275.00 (SPX1118R275-E),0.10,0.0,0.0,0.25,0,66,
11 Jun 300.00 (SPX1118F300-E),924.35,0.0,979.30,983.10,0,3,11 Jun 300.00 (SPX1118R300-E),0.10,0.0,0.05,0.25,0,263,
11 Jun 325.00 (SPX1118F325-E),0.0,0.0,954.30,958.20,0,0,11 Jun 325.00 (SPX1118R325-E),0.10,0.0,0.05,0.25,0,139,
11 Jun 350.00 (SPX1118F350-E),835.90,0.0,929.40,933.10,0,3,11 Jun 350.00 (SPX1118R350-E),0.20,0.0,0.05,0.50,0,93,
11 Jun 375.00 (SPX1118F375-E),0.0,0.0,904.40,908.30,0,0,11 Jun 375.00 (SPX1118R375-E),0.15,0.0,0.05,0.50,0,430,
11 Jun 400.00 (SPX1118F400-E),0.0,0.0,879.50,883.20,0,0,11 Jun 400.00 (SPX1118R400-E),0.15,0.0,0.05,0.15,0,5091,
11 Jun 425.00 (SPX1118F425-E),0.0,0.0,854.30,857.80,0,0,11 Jun 425.00 (SPX1118R425-E),0.15,0.0,0.05,0.20,0,209,
11 Jun 450.00 (SPX1118F450-E),0.0,0.0,829.50,833.40,0,0,11 Jun 450.00 (SPX1118R450-E),0.75,0.0,0.05,0.20,0,90,
11 Jun 475.00 (SPX1118F475-E),0.0,0.0,804.60,808.40,0,0,11 Jun 475.00 (SPX1118R475-E),0.80,0.0,0.05,0.20,0,11,
11 Jun 500.00 (SPX1118F500-E),776.25,0.0,779.80,783.60,0,4100,11 Jun 500.00 (SPX1118R500-E),0.25,0.0,0.0,0.20,0,7673,
11 Jun 525.00 (SPX1118F525-E),0.0,0.0,754.90,758.80,0,0,11 Jun 525.00 (SPX1118R525-E),0.50,0.0,0.05,0.25,0,2228,
11 Jun 550.00 (SPX1118F550-E),0.0,0.0,730.00,733.90,0,0,11 Jun 550.00 (SPX1118R550-E),1.15,0.0,0.05,0.25,0,5203,
11 Jun 600.00 (SPX1118F600-E),638.95,0.0,680.20,683.90,0,7,11 Jun 600.00 (SPX1118R600-E),0.35,0.0,0.05,0.40,0,46983,
11 Jun 625.00 (SPX1118F625-E),0.0,0.0,655.30,659.00,0,0,11 Jun 625.00 (SPX1118R625-E),0.40,0.0,0.05,0.50,0,2600,
11 Jun 650.00 (SPX1118F650-E),589.55,0.0,630.40,634.20,0,7,11 Jun 650.00 (SPX1118R650-E),0.50,-0.05,0.45,0.60,50,20773,
11 Jun 675.00 (SPX1118F675-E),0.0,0.0,605.30,608.80,0,0,11 Jun 675.00 (SPX1118R675-E),0.0,0.0,0.40,1.10,0,0,
11 Jun 700.00 (SPX1118F700-E),0.0,0.0,580.70,584.50,0,0,11 Jun 700.00 (SPX1118R700-E),0.80,0.0,0.30,1.20,0,44662,
11 Jun 725.00 (SPX1118F725-E),0.0,0.0,555.70,559.30,0,0,11 Jun 725.00 (SPX1118R725-E),0.0,0.0,0.45,1.40,0,0,
11 Jun 750.00 (SPX1118F750-E),0.0,0.0,531.20,535.00,0,0,11 Jun 750.00 (SPX1118R750-E),1.45,0.0,0.80,1.60,0,36041,
11 Jun 775.00 (SPX1118F775-E),0.0,0.0,506.50,510.30,0,0,11 Jun 775.00 (SPX1118R775-E),2.40,0.0,0.95,1.90,0,2223,
11 Jun 800.00 (SPX1118F800-E),0.0,0.0,481.80,485.70,0,100,11 Jun 800.00 (SPX1118R800-E),1.65,0.0,1.30,2.25,0,29702,
11 Jun 825.00 (SPX1118F825-E),0.0,0.0,457.30,461.10,0,0,11 Jun 825.00 (SPX1118R825-E),2.10,0.0,1.65,2.60,0,7456,
11 Jun 850.00 (SPX1118F850-E),0.0,0.0,432.50,436.10,0,0,11 Jun 850.00 (SPX1118R850-E),2.55,0.0,2.00,3.00,0,36325,
11 Jun 875.00 (SPX1118F875-E),0.0,0.0,408.30,412.10,0,0,11 Jun 875.00 (SPX1118R875-E),4.30,0.0,2.30,3.80,0,2573,
11 Jun 900.00 (SPX1118F900-E),195.00,0.0,383.70,387.50,0,2113,11 Jun 900.00 (SPX1118R900-E),3.90,0.0,2.95,4.50,0,45083,
11 Jun 925.00 (SPX1118F925-E),0.0,0.0,359.50,363.00,0,0,11 Jun 925.00 (SPX1118R925-E),4.70,0.0,3.70,5.20,0,14872,
11 Jun 950.00 (SPX1118F950-E),204.00,0.0,335.60,339.40,0,1250,11 Jun 950.00 (SPX1118R950-E),6.00,+0.80,4.60,6.00,1401,100541,
11 Jun 975.00 (SPX1118F975-E),183.55,0.0,311.60,315.40,0,1,11 Jun 975.00 (SPX1118R975-E),6.60,-1.00,5.40,7.20,6,17251,
11 Jun 1000.00 (SPX1118F1000-E),284.00,0.0,287.60,291.10,0,13146,11 Jun 1000.00 (SPX1118R1000-E),7.80,-0.20,6.40,8.30,9,57909,
11 Jun 1025.00 (SPX1118F1025-E),238.00,0.0,264.00,267.80,0,5747,11 Jun 1025.00 (SPX1118R1025-E),9.65,0.0,7.80,9.70,0,12896,
11 Jun 1050.00 (SPX1118F1050-E),231.60,0.0,240.70,244.30,0,14428,11 Jun 1050.00 (SPX1118R1050-E),10.00,-1.00,10.00,11.40,201,45667,
11 Jun 1060.00 (SPX1118F1060-E),103.50,0.0,231.50,235.30,0,22,11 Jun 1060.00 (SPX1118R1060-E),12.20,0.0,10.10,13.20,0,7730,
11 Jun 1075.00 (SPX1118F1075-E),199.00,0.0,217.80,221.50,0,12439,11 Jun 1075.00 (SPX1118R1075-E),13.55,+0.75,11.10,14.10,1,19654,
11 Jun 1080.00 (SPX1118F1080-E),0.0,0.0,213.40,217.00,0,0,11 Jun 1080.00 (SPX1118R1080-E),23.75,0.0,11.60,14.50,0,1,
11 Jun 1100.00 (SPX1118F1100-E),187.10,0.0,195.40,199.00,0,31924,11 Jun 1100.00 (SPX1118R1100-E),15.40,-0.70,13.40,16.40,2005,60210,
11 Jun 1120.00 (SPX1118F1120-E),0.0,0.0,177.60,181.40,0,0,11 Jun 1120.00 (SPX1118R1120-E),16.85,0.0,15.70,18.70,0,2891,
11 Jun 1125.00 (SPX1118F1125-E),177.20,0.0,173.20,177.00,0,12452,11 Jun 1125.00 (SPX1118R1125-E),20.00,0.0,16.40,19.40,0,30823,
11 Jun 1150.00 (SPX1118F1150-E),146.10,0.0,152.00,155.90,0,17427,11 Jun 1150.00 (SPX1118R1150-E),21.45,-2.55,19.90,22.90,6679,32214,
11 Jun 1175.00 (SPX1118F1175-E),128.60,0.0,131.20,134.80,0,21932,11 Jun 1175.00 (SPX1118R1175-E),28.70,0.0,23.80,27.60,0,20303,
11 Jun 1190.00 (SPX1118F1190-E),115.00,0.0,119.00,122.90,0,1245,11 Jun 1190.00 (SPX1118R1190-E),32.00,0.0,26.80,30.60,0,2258,
11 Jun 1200.00 (SPX1118F1200-E),101.85,0.0,111.20,115.10,0,76070,11 Jun 1200.00 (SPX1118R1200-E),30.50,-4.50,28.80,32.10,1079,48463,
11 Jun 1225.00 (SPX1118F1225-E),92.40,0.0,92.60,96.30,0,15477,11 Jun 1225.00 (SPX1118R1225-E),38.00,-2.70,35.30,39.00,505,15458,
11 Jun 1250.00 (SPX1118F1250-E),74.30,-0.90,75.00,78.80,255,65157,11 Jun 1250.00 (SPX1118R1250-E),45.00,-3.10,42.50,46.30,900,40192,
11 Jun 1275.00 (SPX1118F1275-E),59.00,+0.40,59.20,63.00,600,12572,11 Jun 1275.00 (SPX1118R1275-E),55.80,+0.60,51.70,55.40,816,11639,
11 Jun 1300.00 (SPX1118F1300-E),46.80,+1.35,44.80,46.90,505,63714,11 Jun 1300.00 (SPX1118R1300-E),65.20,-2.60,62.30,66.10,2,8838,
11 Jun 1325.00 (SPX1118F1325-E),33.35,+0.60,32.60,36.30,2,11828,11 Jun 1325.00 (SPX1118R1325-E),77.20,+0.45,75.10,78.80,300,761,
11 Jun 1350.00 (SPX1118F1350-E),24.00,+0.30,22.60,26.40,1223,55449,11 Jun 1350.00 (SPX1118R1350-E),124.60,0.0,90.00,93.80,0,271,
11 Jun 1365.00 (SPX1118F1365-E),19.50,+2.00,17.90,20.90,400,5321,11 Jun 1365.00 (SPX1118R1365-E),0.0,0.0,99.90,103.70,0,0,
11 Jun 1375.00 (SPX1118F1375-E),16.00,0.0,14.90,17.90,0,24047,11 Jun 1375.00 (SPX1118R1375-E),112.80,+0.35,106.70,110.60,5,400,
11 Jun 1400.00 (SPX1118F1400-E),10.40,-0.60,9.50,11.00,204,30661,11 Jun 1400.00 (SPX1118R1400-E),138.10,0.0,125.70,129.50,0,1230,
11 Jun 1425.00 (SPX1118F1425-E),6.00,0.0,5.50,7.40,1010,9714,11 Jun 1425.00 (SPX1118R1425-E),0.0,0.0,146.80,150.60,0,0,
11 Jun 1450.00 (SPX1118F1450-E),3.85,-0.05,3.20,4.60,5,16068,11 Jun 1450.00 (SPX1118R1450-E),0.0,0.0,169.00,172.70,0,0,
11 Jun 1475.00 (SPX1118F1475-E),2.70,0.0,1.75,2.70,0,11102,11 Jun 1475.00 (SPX1118R1475-E),0.0,0.0,192.80,196.30,0,0,
11 Jun 1500.00 (SPX1118F1500-E),1.30,0.0,1.20,1.75,0,10670,11 Jun 1500.00 (SPX1118R1500-E),224.00,0.0,216.30,220.10,0,4101,
11 Jun 1550.00 (SPX1118F1550-E),1.00,0.0,0.05,1.00,0,5424,11 Jun 1550.00 (SPX1118R1550-E),277.00,0.0,265.30,269.10,0,3,
11 Jun 1600.00 (SPX1118F1600-E),0.25,0.0,0.0,1.00,0,755,11 Jun 1600.00 (SPX1118R1600-E),443.20,0.0,315.00,318.80,0,20,
11 Jun 1650.00 (SPX1118F1650-E),0.15,0.0,0.05,0.50,0,166,11 Jun 1650.00 (SPX1118R1650-E),0.0,0.0,364.80,368.60,0,0,
11 Jun 1700.00 (SPX1118F1700-E),0.20,0.0,0.0,1.00,0,78,11 Jun 1700.00 (SPX1118R1700-E),436.05,0.0,414.60,418.50,0,43,
11 Jun 1800.00 (SPX1118F1800-E),0.10,0.0,0.0,1.00,0,3,11 Jun 1800.00 (SPX1118R1800-E),588.10,0.0,514.60,518.30,0,58,
11 Jun 1900.00 (SPX1118F1900-E),0.0,0.0,0.0,1.00,0,0,11 Jun 1900.00 (SPX1118R1900-E),678.20,0.0,614.40,618.10,0,103,
11 Jun 2000.00 (SPX1118F2000-E),0.10,0.0,0.0,0.40,0,1,11 Jun 2000.00 (SPX1118R2000-E),715.25,0.0,714.20,718.00,0,100,
11 Jun 2250.00 (SPX1118F2250-E),0.15,0.0,0.0,0.40,0,70,11 Jun 2250.00 (SPX1118R2250-E),971.15,0.0,963.70,967.60,0,109,
11 Jun 2500.00 (SPX1118F2500-E),0.0,0.0,0.0,0.20,0,0,11 Jun 2500.00 (SPX1118R2500-E),1214.40,0.0,1213.30,1217.20,0,191,
11 Jun 3000.00 (SPX1118F3000-E),0.0,0.0,0.0,0.20,0,0,11 Jun 3000.00 (SPX1118R3000-E),1714.75,0.0,1712.60,1716.40,0,50,
11 Jun 500.00 (SPXPM1130F500-E),0.0,0.0,779.40,783.10,0,0,11 Jun 500.00 (SPXPM1130R500-E),2.00,0.0,0.0,0.75,0,49,
11 Jun 550.00 (SPXPM1130F550-E),0.0,0.0,729.60,733.30,0,0,11 Jun 550.00 (SPXPM1130R550-E),0.0,0.0,0.05,1.00,0,0,
11 Jun 600.00 (SPXPM1130F600-E),0.0,0.0,679.80,683.50,0,0,11 Jun 600.00 (SPXPM1130R600-E),0.80,0.0,0.30,0.80,0,725,
11 Jun 650.00 (SPXPM1130F650-E),0.0,0.0,629.80,633.30,0,0,11 Jun 650.00 (SPXPM1130R650-E),1.00,0.0,0.15,1.00,0,450,
11 Jun 700.00 (SPXPM1130F700-E),0.0,0.0,580.40,584.30,0,0,11 Jun 700.00 (SPXPM1130R700-E),1.00,0.0,0.50,1.45,0,120,
11 Jun 750.00 (SPXPM1130F750-E),0.0,0.0,530.80,534.30,0,0,11 Jun 750.00 (SPXPM1130R750-E),9.90,0.0,1.00,1.95,0,2,
11 Jun 800.00 (SPXPM1130F800-E),0.0,0.0,481.60,485.10,0,0,11 Jun 800.00 (SPXPM1130R800-E),8.50,0.0,1.70,2.65,0,8,
11 Jun 850.00 (SPXPM1130F850-E),0.0,0.0,432.60,436.30,0,0,11 Jun 850.00 (SPXPM1130R850-E),12.60,0.0,2.35,3.90,0,3,
11 Jun 900.00 (SPXPM1130F900-E),240.00,0.0,384.20,388.10,0,5,11 Jun 900.00 (SPXPM1130R900-E),0.0,0.0,3.70,5.20,0,0,
11 Jun 925.00 (SPXPM1130F925-E),0.0,0.0,360.10,363.90,0,0,11 Jun 925.00 (SPXPM1130R925-E),0.0,0.0,4.50,6.00,0,0,
11 Jun 950.00 (SPXPM1130F950-E),0.0,0.0,336.10,339.90,0,0,11 Jun 950.00 (SPXPM1130R950-E),10.10,0.0,5.20,7.10,0,216,
11 Jun 975.00 (SPXPM1130F975-E),0.0,0.0,312.00,315.70,0,0,11 Jun 975.00 (SPXPM1130R975-E),44.95,0.0,6.30,8.20,0,1,
11 Jun 1000.00 (SPXPM1130F1000-E),247.20,0.0,288.60,292.40,0,6,11 Jun 1000.00 (SPXPM1130R1000-E),13.50,0.0,7.80,9.60,0,303,
11 Jun 1025.00 (SPXPM1130F1025-E),0.0,0.0,265.20,268.90,0,0,11 Jun 1025.00 (SPXPM1130R1025-E),14.20,0.0,9.30,11.10,0,10,
11 Jun 1050.00 (SPXPM1130F1050-E),191.30,0.0,242.10,245.80,0,26,11 Jun 1050.00 (SPXPM1130R1050-E),12.90,0.0,10.50,13.50,0,312,
11 Jun 1075.00 (SPXPM1130F1075-E),0.0,0.0,219.30,223.10,0,0,11 Jun 1075.00 (SPXPM1130R1075-E),125.00,0.0,12.90,15.90,0,2,
11 Jun 1100.00 (SPXPM1130F1100-E),195.55,+61.70,196.80,200.60,1,1,11 Jun 1100.00 (SPXPM1130R1100-E),30.00,0.0,15.40,18.40,0,30,
11 Jun 1125.00 (SPXPM1130F1125-E),0.0,0.0,175.00,178.60,0,0,11 Jun 1125.00 (SPXPM1130R1125-E),32.00,0.0,18.80,21.70,0,200,
11 Jun 1150.00 (SPXPM1130F1150-E),114.60,0.0,153.80,157.60,0,26,11 Jun 1150.00 (SPXPM1130R1150-E),0.0,0.0,22.00,25.80,0,0,
11 Jun 1175.00 (SPXPM1130F1175-E),0.0,0.0,133.50,137.10,0,0,11 Jun 1175.00 (SPXPM1130R1175-E),40.60,0.0,26.60,30.30,0,6,
11 Jun 1200.00 (SPXPM1130F1200-E),104.70,0.0,113.80,117.60,0,29,11 Jun 1200.00 (SPXPM1130R1200-E),37.80,0.0,32.10,35.80,0,96,
11 Jun 1225.00 (SPXPM1130F1225-E),0.0,0.0,95.40,99.10,0,0,11 Jun 1225.00 (SPXPM1130R1225-E),62.70,0.0,38.60,42.20,0,40,
11 Jun 1250.00 (SPXPM1130F1250-E),71.40,0.0,78.00,81.90,0,6,11 Jun 1250.00 (SPXPM1130R1250-E),50.00,0.0,45.90,49.70,0,13,
11 Jun 1275.00 (SPXPM1130F1275-E),62.15,+15.15,62.30,66.10,1,1,11 Jun 1275.00 (SPXPM1130R1275-E),72.50,0.0,55.10,59.00,0,1,
11 Jun 1300.00 (SPXPM1130F1300-E),49.50,0.0,48.20,52.00,0,301,11 Jun 1300.00 (SPXPM1130R1300-E),67.50,0.0,65.90,69.60,0,27,
11 Jun 1350.00 (SPXPM1130F1350-E),19.50,0.0,25.50,29.20,0,51,11 Jun 1350.00 (SPXPM1130R1350-E),0.0,0.0,93.20,97.10,0,0,
11 Jun 1400.00 (SPXPM1130F1400-E),11.70,0.0,11.10,14.10,0,6,11 Jun 1400.00 (SPXPM1130R1400-E),0.0,0.0,128.70,132.30,0,0,
11 Sep 100.00 (SPX1117I100-E),0.0,0.0,1172.60,1176.10,0,0,11 Sep 100.00 (SPX1117U100-E),0.0,0.0,0.0,0.20,0,0,
11 Sep 200.00 (SPX1117I200-E),0.0,0.0,1073.10,1076.90,0,0,11 Sep 200.00 (SPX1117U200-E),0.10,0.0,0.05,0.25,0,35,
11 Sep 300.00 (SPX1117I300-E),0.0,0.0,973.40,977.10,0,0,11 Sep 300.00 (SPX1117U300-E),0.30,0.0,0.05,0.50,0,20,
11 Sep 350.00 (SPX1117I350-E),0.0,0.0,923.70,927.40,0,0,11 Sep 350.00 (SPX1117U350-E),0.60,0.0,0.15,0.50,0,65,
11 Sep 400.00 (SPX1117I400-E),0.0,0.0,874.00,877.90,0,0,11 Sep 400.00 (SPX1117U400-E),0.40,0.0,0.20,0.50,0,1807,
