SPX (S&P 500 INDEX),1290.59,+7.24,
Jan 24 2011 @ 14:03 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
13 Dec 1450.00 (SPX1321L1450-E),80.00,0.0,85.30,93.00,0,300,13 Dec 1450.00 (SPX1321X1450-E),0.0,0.0,273.00,280.90,0,0,
13 Dec 1475.00 (SPX1321L1475-E),0.0,0.0,76.50,84.20,0,0,13 Dec 1475.00 (SPX1321X1475-E),0.0,0.0,288.10,296.00,0,0,
13 Dec 1500.00 (SPX1321L1500-E),72.00,0.0,68.20,75.80,0,850,13 Dec 1500.00 (SPX1321X1500-E),318.45,0.0,304.20,312.10,0,30,
13 Dec 1525.00 (SPX1321L1525-E),0.0,0.0,60.70,68.30,0,0,13 Dec 1525.00 (SPX1321X1525-E),0.0,0.0,320.60,328.50,0,0,
13 Dec 1550.00 (SPX1321L1550-E),0.0,0.0,53.80,61.50,0,0,13 Dec 1550.00 (SPX1321X1550-E),0.0,0.0,337.80,345.70,0,0,
13 Dec 1600.00 (SPX1321L1600-E),44.60,0.0,41.30,49.00,0,625,13 Dec 1600.00 (SPX1321X1600-E),0.0,0.0,373.40,381.30,0,0,
13 Dec 1650.00 (SPX1321L1650-E),0.0,0.0,30.70,38.60,0,0,13 Dec 1650.00 (SPX1321X1650-E),0.0,0.0,411.20,419.10,0,0,
13 Dec 1700.00 (SPX1321L1700-E),0.0,0.0,22.40,30.30,0,0,13 Dec 1700.00 (SPX1321X1700-E),473.45,0.0,451.10,459.00,0,2,
13 Dec 1800.00 (SPX1321L1800-E),16.00,0.0,12.10,18.40,0,500,13 Dec 1800.00 (SPX1321X1800-E),0.0,0.0,536.20,544.10,0,0,
13 Dec 1900.00 (SPX1321L1900-E),9.30,0.0,6.90,10.80,0,1600,13 Dec 1900.00 (SPX1321X1900-E),0.0,0.0,626.30,633.90,0,0,
13 Dec 2000.00 (SPX1321L2000-E),5.20,0.0,3.30,6.00,0,880,13 Dec 2000.00 (SPX1321X2000-E),735.80,0.0,718.50,726.40,0,92,
13 Dec 2250.00 (SPX1321L2250-E),2.25,0.0,0.45,2.30,0,1978,13 Dec 2250.00 (SPX1321X2250-E),972.50,0.0,956.10,964.00,0,180,
13 Dec 2500.00 (SPX1321L2500-E),0.75,0.0,0.0,1.25,0,30,13 Dec 2500.00 (SPX1321X2500-E),1201.00,0.0,1196.50,1204.20,0,540,
13 Dec 3000.00 (SPX1321L3000-E),0.0,0.0,0.0,2.00,0,0,13 Dec 3000.00 (SPX1321X3000-E),1686.50,0.0,1677.80,1685.60,0,684,
